id,filename_base,image_dir,mask_dir,training
55,0056,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
56,0057,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
57,0058,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
58,0059,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
59,0060,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
60,0061,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
61,0062,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
62,0063,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
63,0064,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
64,0065,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
65,0066,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
66,0067,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
67,0068,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
68,0069,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
69,0070,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
70,0071,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
71,0072,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
72,0073,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
73,0074,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
74,0075,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
75,0076,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
76,0077,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
77,0078,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
78,0079,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
79,0080,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
80,0081,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
81,0082,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
82,0083,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
83,0084,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
84,0085,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
85,0086,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
86,0087,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
87,0088,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
88,0089,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
89,0090,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
90,0091,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
91,0092,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
92,0093,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
93,0094,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
94,0095,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
95,0096,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
96,0097,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
97,0098,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
98,0099,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
99,0100,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
100,0101,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
101,0102,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
102,0103,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
103,0104,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
104,0105,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
105,0106,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
106,0107,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
107,0108,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
108,0109,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
109,0110,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
110,0111,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
111,0112,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
112,0113,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
113,0114,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
114,0115,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
115,0116,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
116,0117,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
117,0118,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
118,0119,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
119,0120,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
120,0121,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
121,0122,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
122,0123,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
123,0124,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
124,0125,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
125,0126,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
126,0127,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
127,0128,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
128,0129,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
129,0130,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
130,0131,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
131,0132,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
132,0133,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
133,0134,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
134,0135,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
135,0136,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
136,0137,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
137,0138,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
138,0139,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
139,0140,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
140,0141,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
141,0142,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
142,0143,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
143,0144,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
144,0145,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
145,0146,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
146,0147,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
147,0148,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
148,0149,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
149,0150,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
150,0151,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
151,0152,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
152,0153,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
153,0154,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
154,0155,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
155,0156,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
156,0157,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
157,0158,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
158,0159,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
159,0160,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
160,0161,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
161,0162,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
162,0163,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
163,0164,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
164,0165,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
165,0166,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
166,0167,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
167,0168,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
168,0169,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
169,0170,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
170,0171,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
171,0172,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
172,0173,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
173,0174,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
174,0175,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
175,0176,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
176,0177,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
177,0178,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
178,0179,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
179,0180,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
180,0181,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
181,0182,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
182,0183,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
183,0184,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
184,0185,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
185,0186,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
186,0187,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
187,0188,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
188,0189,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
189,0190,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
190,0191,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
191,0192,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
192,0193,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
193,0194,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
194,0195,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
195,0196,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
196,0197,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
197,0198,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
198,0199,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
199,0200,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
200,0201,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
201,0202,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
202,0203,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
203,0204,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
204,0205,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
205,0206,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
206,0207,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
207,0208,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
208,0209,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
209,0210,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
210,0211,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
211,0212,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
212,0213,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
213,0214,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
214,0215,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
215,0216,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
216,0217,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
217,0218,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
218,0219,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
219,0220,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
220,0221,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
221,0222,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
222,0223,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
223,0224,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
224,0225,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
225,0226,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
226,0227,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
227,0228,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
228,0229,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
229,0230,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
230,0231,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
231,0232,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
232,0233,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
233,0234,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
234,0235,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
235,0236,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
236,0237,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
237,0238,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
238,0239,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
239,0240,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
240,0241,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
241,0242,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
242,0243,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
243,0244,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
244,0245,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
245,0246,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
246,0247,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
247,0248,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
248,0249,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
249,0250,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
250,0251,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
251,0252,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
252,0253,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
253,0254,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
254,0255,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
255,0256,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
256,0257,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
257,0258,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
258,0259,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
259,0260,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
260,0261,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
261,0262,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
262,0263,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
263,0264,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
264,0265,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
265,0266,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
266,0267,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
267,0268,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
268,0269,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
269,0270,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
270,0271,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
271,0272,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
272,0273,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
273,0274,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
274,0275,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
275,0276,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
276,0277,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
277,0278,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
278,0279,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
279,0280,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
280,0281,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
281,0282,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
282,0283,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
283,0284,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
284,0285,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
285,0286,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
286,0287,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
287,0288,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
288,0289,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
289,0290,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
290,0291,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
291,0292,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
292,0293,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
293,0294,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
294,0295,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
295,0296,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
296,0297,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
297,0298,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
298,0299,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
299,0300,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
300,0301,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
301,0302,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
302,0303,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
303,0304,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
304,0305,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
305,0306,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
306,0307,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
307,0308,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
308,0309,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
309,0310,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
310,0311,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
311,0312,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
312,0313,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
313,0314,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
314,0315,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
315,0316,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
316,0317,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
317,0318,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
318,0319,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
319,0320,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
320,0321,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
321,0322,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
322,0323,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,1
323,0324,./dataset/clothing-co-parsing/images,./dataset/clothing-co-parsing/annotations,0
